shot_id,shot_made_flag
1,0.35852095199256334
8,0.30454710484557257
17,0.5891696896527835
20,0.7665042552900835
33,0.3625718143503255
34,0.44138485281487544
35,0.523372059421048
36,0.523372059421048
37,0.757303415329551
38,0.3885327962630511
45,0.5080708557762754
50,0.3006368958195587
55,0.3884724151555689
60,0.39382415917827585
66,0.33508018209675283
67,0.2856320818731632
71,0.37349559240872254
80,0.23529424905648144
85,0.29519373384048625
86,0.6152392025018484
95,0.6135076781355083
104,0.3728936519054606
113,0.3465568833939407
123,0.32010818393491036
126,0.7981531413378113
133,0.6263361227927131
141,0.24220433471777342
144,0.40722637275794865
150,0.767476034181717
152,0.4223518792836825
153,0.767476034181717
156,0.3872218944012143
159,0.9401411083170312
165,0.7777728080051922
172,0.4609779838781058
182,0.9342163964909868
192,0.3650925016352301
193,0.7677656666279956
196,0.34155326979986605
202,0.33930996086546034
210,0.33149723126020986
211,0.355613874637631
228,0.9689206423396234
257,0.44270639354669233
260,0.44270639354669233
264,0.4244792753634687
267,0.6070837375870315
279,0.9397160003684931
282,0.36927762132415615
293,0.3746376784165111
299,0.78731611088577
300,0.5976898472021848
301,0.7207288942230209
317,0.3112018831412093
327,0.3999218747981776
328,0.3329347617343292
335,0.40952749448567244
346,0.7635560009022464
348,0.2917910264105014
365,0.4366871504885859
390,0.7372295769955379
391,0.7372295769955379
392,0.7405392157852239
397,0.41440469782223915
418,0.4086479331729485
428,0.1442201312913014
434,0.566074555362219
439,0.3620757078769382
440,0.3564799882473935
456,0.3524717164026191
459,0.32364879708680644
472,0.4449126624119405
480,0.28953061895317794
491,0.4050198666580992
497,0.3312474564972337
509,0.3974205604628897
511,0.4161729326074736
523,0.220653396717989
533,0.4055019978080384
544,0.39280951329257346
546,0.37459805332366947
555,0.726273732508542
558,0.4019562745529686
560,0.3676468346450784
573,0.31958457112727284
591,0.3903712191085573
596,0.2981849798517582
597,0.32618837397753014
601,0.5234886838325523
605,0.4172222054532901
617,0.3048535436677485
628,0.28031285209360907
634,0.32698637310665807
646,0.26028756755468224
649,0.3073252913256591
651,0.6987810153875135
654,0.7418420428085588
656,0.4065915415852222
657,0.4183109130997629
669,0.3458121183010848
670,0.9367908257629156
693,0.559032406053924
694,0.3367443513171861
699,0.44743977987846756
711,0.41473041068467636
718,0.33122564795958215
722,0.32455394345738314
723,0.36125626244651887
725,0.6555000111924563
734,0.3718079473934265
735,0.4222955110792448
737,0.7633406209639703
746,0.3392894132166142
747,0.6572342351091676
766,0.3831774593649356
767,0.33702038944162516
771,0.3116088202340098
773,0.3139692014993109
774,0.4135973041673739
783,0.2921912100410484
784,0.36192029132734727
789,0.3251969209739518
792,0.3858694870776408
804,0.32542255426324646
809,0.35451676523144887
812,0.33467985122677113
813,0.38292037091619213
817,0.28422866677475156
820,0.3495840904889491
825,0.35863648807301834
826,0.3897554378368887
829,0.4524252892485501
855,0.37055211617539197
859,0.7497247197255752
862,0.3681762037397566
870,0.33934963892801057
876,0.35085920854610864
880,0.35153063227638537
886,0.9790746024341656
889,0.8110224365661836
891,0.3841662450860131
897,0.9756411513466341
902,0.39628380039641325
903,0.31186537385547836
908,0.4134475784043208
909,0.42580652922088547
920,0.34773267259001606
922,0.3967968381517112
924,0.6251707841310875
932,0.3366924378519688
934,0.33810014540989425
937,0.319560353294251
941,0.3905190490792082
943,0.38446522209015876
950,0.4338346726200558
952,0.3875404287436525
954,0.9472901558488723
963,0.3525221834118818
975,0.3500335624294869
979,0.40041049566074344
981,0.40642673412558994
983,0.19247619474001773
985,0.4872047299606374
989,0.45227306541744633
995,0.4310160040640937
998,0.4024490118612245
1008,0.2555346269118242
1019,0.7668074053039267
1023,0.4380574986622785
1026,0.3579660500888933
1029,0.6311664927803893
1034,0.8108226845597603
1036,0.5815470619747326
1038,0.3612756535197951
1039,0.6187221252425408
1051,0.40827716818459603
1052,0.3354016909200132
1066,0.319876124291549
1087,0.2897453926130598
1092,0.193586727487035
1094,0.8078180318202236
1098,0.3738880246052524
1099,0.3269065546462379
1102,0.34082152309909064
1118,0.36256218250369093
1131,0.3020703616279761
1133,0.7653676167914276
1135,0.9403303879341008
1138,0.3924496616672377
1139,0.7931139566676336
1142,0.38461545061249636
1151,0.49032783091467447
1152,0.35910393346301134
1155,0.7309806621043212
1165,0.3805752862023066
1167,0.9772698457675597
1172,0.32539670139932253
1174,0.7046862611578464
1180,0.3932437702540028
1200,0.3966399908810176
1202,0.34877186049466763
1227,0.6199526876586571
1228,0.7454289034604075
1229,0.38439568573452204
1237,0.3892892213601765
1241,0.40111246569701625
1256,0.2991466180865331
1279,0.3972660301106412
1293,0.193048096655778
1295,0.3282682759039443
1319,0.7559185420911709
1320,0.41002742298433736
1321,0.7428943816856796
1322,0.5844068486091756
1334,0.31981688277791226
1351,0.7043347086788752
1373,0.3213319494992568
1375,0.3218216500445007
1380,0.46270522547718856
1382,0.7926358583968581
1385,0.350783633782068
1399,0.42823335471505275
1403,0.9344868555617982
1428,0.2972104807143243
1434,0.3279066743383549
1444,0.9485092797928385
1448,0.41145144922794447
1466,0.8345775103720542
1476,0.39575291039195304
1478,0.40455594763820446
1485,0.3609285137718643
1491,0.7146636295575379
1494,0.6038755885222358
1500,0.4201915647723673
1501,0.6373380666488037
1503,0.3849806913296968
1519,0.6442108552196498
1524,0.39401948708982915
1529,0.7359578391972531
1533,0.6993485926953904
1538,0.9795509439563764
1539,0.35227147178922624
1546,0.37730788033032453
1555,0.32690786346793
1559,0.4159009471736145
1563,0.5854963118928509
1565,0.7427642766608913
1574,0.4049962605181272
1591,0.37641596127849
1594,0.29125875532392675
1605,0.30818294813004343
1611,0.3443551077856188
1614,0.3458501588931207
1620,0.31749051442860926
1626,0.2621651422306564
1630,0.3697691523950395
1632,0.3216231547752406
1634,0.31213514951441823
1643,0.30177839555393887
