shot_id,shot_made_flag
1,0.3564248577612689
8,0.30369289428506596
17,0.5801630593448728
20,0.7600114394669278
33,0.3550176742775909
34,0.4324742585933814
35,0.5114539608813484
36,0.5114539608813484
37,0.7460086655816932
38,0.3811269440682283
45,0.4962517088914749
50,0.2934063650195824
55,0.3886450918913724
60,0.39539428671156135
66,0.3352003124762487
67,0.28726519649212084
71,0.3759427876565037
80,0.2373996433898627
85,0.2966187429800271
86,0.6156719771415331
95,0.6138314905181586
104,0.37435323723431874
113,0.34752620399478173
123,0.32439591712489246
126,0.7988006183849587
133,0.6266110099688887
141,0.24435586102512172
144,0.4007163375461759
150,0.763182042005509
152,0.4175922510614615
153,0.763182042005509
156,0.38305747395642925
159,0.9387471669623622
165,0.7740002733892445
172,0.4324742585933814
182,0.926792225021582
192,0.3604579898571112
193,0.7630357238013593
196,0.3364101050721142
202,0.3358111970912253
210,0.3266675161788658
211,0.35010559123031304
228,0.9685174029290321
257,0.44183475401613137
260,0.44183475401613137
264,0.4239018312313612
267,0.6039867984621387
279,0.9396977752291822
282,0.3703163654574869
293,0.3740268754130127
299,0.803512920987146
300,0.6228687991017057
301,0.7409956243733413
317,0.3350900844607109
327,0.3836300966692949
328,0.318969778742366
335,0.41160492361333095
346,0.7641735274835877
348,0.2931519213676461
365,0.4326687084863424
390,0.7333913827793769
391,0.7333913827793769
392,0.7362408683275111
397,0.4119111424676709
418,0.40477377006007037
428,0.15716583405053466
434,0.5896927441339244
439,0.3876787293094874
440,0.37950466253966625
456,0.33832382333724387
459,0.30963381819192937
472,0.42838664861714665
480,0.27584043468215785
491,0.3999808343369851
497,0.3274623210137724
509,0.3932539764708212
511,0.4104294629609214
523,0.21743311884958785
533,0.4028573866981122
544,0.3918321172397319
546,0.37148710364105836
555,0.7234448009600575
558,0.3932539764708212
560,0.3610208302908359
573,0.31136073079037796
591,0.419097137905691
596,0.32408499158199927
597,0.3528910191076048
601,0.5509249008298522
605,0.4309678875148873
617,0.3176374861050292
628,0.29213504503792886
634,0.3295265275826235
646,0.2626375193639714
649,0.3095083612244456
651,0.7002234170264875
654,0.7441178688245512
656,0.40368289424363907
657,0.4135185677990978
669,0.342590137532967
670,0.9357899931184326
693,0.554407856903384
694,0.33316080447392155
699,0.45028716514952166
711,0.41759692685345356
718,0.3311403567184187
722,0.3254519605269873
723,0.36238453408846377
725,0.6545444583665816
734,0.3653635656109718
735,0.4160264227872958
