shot_id,shot_made_flag
1,0.3306796260724352
8,0.27425236006607684
17,0.5639411683791452
20,0.7448753568352092
33,0.32646494380978297
34,0.4046889403729996
35,0.4467722116397976
36,0.4467722116397976
37,0.6912819179923878
38,0.3444209522829064
45,0.4361814222658712
50,0.26779245359549386
55,0.3566537271562113
60,0.35733447121847717
66,0.2755966903410158
67,0.2665069207070614
71,0.3486680188633399
80,0.23980240235279535
85,0.2987950587258202
86,0.5911163817085654
95,0.5891450149605877
104,0.34472148831533955
113,0.3321036371152763
123,0.29411753656731726
126,0.7749270845857297
133,0.6099693637508424
141,0.24072473710132733
144,0.3616075860500566
150,0.7482383161096703
152,0.3804797600296912
153,0.7482383161096703
156,0.3684791211673478
159,0.8940906244735668
165,0.7488774212689439
172,0.4046889403729996
182,0.9186794091799055
192,0.3288640844318868
193,0.7484307649801493
196,0.32048661315922905
202,0.3075669411034406
210,0.2960397453909758
211,0.32787969611080997
228,0.9664107297726122
257,0.4059068405064904
260,0.4059068405064904
264,0.38649367421297015
267,0.576235676331959
279,0.9320982813609148
282,0.34196400209079114
293,0.33528802751794945
299,0.7898052601033206
300,0.6000731212916138
301,0.7198580935678051
317,0.2970938486507581
327,0.34586448730714153
328,0.2990546297360128
335,0.39560265267667505
346,0.7457694380189114
348,0.29487198198065423
365,0.4001070602734756
390,0.7188336898093438
391,0.7188336898093438
392,0.7362641208358566
397,0.37932662796081495
418,0.39870527968135794
428,0.1487198906258753
434,0.5366951227898824
439,0.37071710291642535
440,0.34185436860267193
456,0.32204099256528446
459,0.30388093285649426
472,0.40016896897556464
480,0.25042964868131573
491,0.3689575898252549
497,0.3140564562139676
509,0.34941820198481854
511,0.3748391502964165
523,0.1906835240394907
533,0.37308204170889414
544,0.37487294735794696
546,0.3334064136169015
555,0.7100077126301217
558,0.34941820198481854
560,0.3262262242215643
573,0.29566690603659
591,0.3989567236771673
596,0.26704405811560933
597,0.3363547619264295
601,0.4991224908183717
605,0.40009483306454546
617,0.29506533065321194
628,0.264063078010828
634,0.3036240597296794
646,0.26113324823645656
649,0.2867970965101646
651,0.6877324672394295
654,0.7198040946460377
656,0.38530672251401055
657,0.3791599540135953
669,0.3212428279220611
670,0.9280636726444778
693,0.547318657265386
694,0.31277119314505764
699,0.4201957295274544
711,0.39277573557074846
718,0.3181196192431613
722,0.3109202698530065
723,0.32834647003948575
725,0.5784076727805844
734,0.3318932284281185
735,0.3957043393894139
737,0.7526560169621341
746,0.31649923635338884
747,0.6156153224613731
766,0.3481350300564958
767,0.3075476483743143
771,0.2915169455230209
773,0.30990886361378445
774,0.3808937633660757
783,0.2986700756638933
784,0.3295557257228528
789,0.299750137297583
792,0.35611892348260493
804,0.29320789146680504
809,0.3192575494105262
812,0.3024270676146658
813,0.3304373434621543
817,0.2763204771116775
820,0.3112966167637668
825,0.33219797299464277
826,0.3588453853843052
829,0.4030523056588798
855,0.3263932879893351
859,0.7365407789878836
862,0.33618156231944907
870,0.3068800140775235
876,0.3318932284281185
880,0.3433367791460447
886,0.978494270798408
889,0.802178436197903
891,0.38096501904999314
897,0.9750870899498237
902,0.3397441787304983
903,0.29489618531321077
908,0.36044032334239934
909,0.39023051771166867
920,0.2974911745803227
922,0.40600939660298535
924,0.6238020161740376
932,0.3352441025327786
934,0.32419439431090474
937,0.3262862369411225
941,0.3227400156119647
943,0.3205792330465112
950,0.3531961050140961
952,0.31306041403962787
954,0.9280920590343861
963,0.28788768237296725
975,0.3247545676247566
979,0.3838980715782615
981,0.3786753726750632
983,0.17772106982211738
985,0.4269127533963284
989,0.3947857540336323
995,0.40019690989558065
998,0.3854074503293722
1008,0.2524354141350821
1019,0.7565800351332507
1023,0.41378195985568333
1026,0.3305475930623443
1029,0.5999964264297605
1034,0.7879557830348353
1036,0.5399433612915584
1038,0.3290880750141654
1039,0.5791031513139899
1051,0.36857808763540795
1052,0.2875869426085989
1066,0.2823807211648629
1087,0.2936167608671512
1092,0.18072248591423343
1094,0.8165928146035891
1098,0.3896154929778869
1099,0.32988206839116846
1102,0.35059910080438633
1118,0.3374468970886371
1131,0.29888416714168947
1133,0.7485108269850328
1135,0.9321251921143957
1138,0.3749726114435374
1139,0.7685874214833873
1142,0.3462618772634077
1151,0.45633988023595634
1152,0.35757267774564544
1155,0.7071780089298499
1165,0.38421286641464364
1167,0.9736257798338324
1172,0.3004226176835658
1174,0.7055747807472482
1180,0.3749726114435374
1200,0.3673106812737358
1202,0.32104542632526006
1227,0.5756335946071522
1228,0.6821329102781246
1229,0.34051435414009185
1237,0.3957043393894139
1241,0.4109213088137033
1256,0.3005755093463242
1279,0.3956937618011231
1293,0.20394724621905352
1295,0.3207076244366828
1319,0.7449561647637898
1320,0.38540903905106144
1321,0.7481895323916337
1322,0.5800671397822564
1334,0.29707192119077364
1351,0.6958118595970156
1373,0.3072155875364995
1375,0.29074879236739953
1380,0.3993594820965534
1382,0.7587767470318821
1385,0.35856822981925135
1399,0.39009963930737135
1403,0.9292692520433843
1428,0.2676892709424345
1434,0.29216184499093617
1444,0.9431323651573343
1448,0.3766680313471358
1466,0.8194825061067174
1476,0.3640953067449637
1478,0.3729425118733184
1485,0.3332575245304581
1491,0.6959428647091823
1494,0.5701767321575871
1500,0.3957043393894139
1501,0.6042544985936106
1503,0.3475170287311708
1519,0.6390549056339884
1524,0.37037917756945377
1529,0.7481895323916337
1533,0.7048903104771843
1538,0.9785157637519475
1539,0.3331888990491809
1546,0.3708163175221232
1555,0.313118697621635
1559,0.3988481288673118
1563,0.5840693499352908
1565,0.7473493150663515
1574,0.39148963926527663
1591,0.3650212199126048
